SO45347,1,2020-01-01,Clarence Raji,clarence35@adventure-works.com,"Road-650 Black, 52",1,699.0982,55.9279
SO45345,1,2020-01-01,Bonnie Yuan,bonnie12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45348,1,2020-01-01,Leah Guo,leah14@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45349,1,2020-01-01,Candice Sun,candice19@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45350,1,2020-01-01,Ruben Garcia,ruben16@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45346,1,2020-01-01,Dylan Harris,dylan43@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45353,1,2020-01-02,Jack Zimmerman,jack24@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45355,1,2020-01-02,Maurice Sharma,maurice10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45354,1,2020-01-02,Armando Dominguez,armando13@adventure-works.com,"Road-650 Black, 48",1,699.0982,55.9279
SO45356,1,2020-01-02,Douglas Suri,douglas4@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45352,1,2020-01-02,Daisy Munoz,daisy3@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45351,1,2020-01-02,Seth Jackson,seth12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45359,1,2020-01-03,Marshall Chavez,marshall35@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45363,1,2020-01-03,Patricia Saunders,patricia14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45362,1,2020-01-03,Kristopher Fernandez,kristopher14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45361,1,2020-01-03,Caitlin Richardson,caitlin7@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45358,1,2020-01-03,Alexandra Thomas,alexandra74@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45360,1,2020-01-03,Jonathan Gonzales,jonathan16@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45357,1,2020-01-03,Alfredo Dominguez,alfredo14@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45367,1,2020-01-04,Willie Liu,willie4@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45369,1,2020-01-04,Kathleen Navarro,kathleen12@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45370,1,2020-01-04,Shawn Shen,shawn4@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45366,1,2020-01-04,Frank Gomez,frank31@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45365,1,2020-01-04,Jacob Wilson,jacob7@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45368,1,2020-01-04,Trinity Cook,trinity18@adventure-works.com,"Road-650 Red, 48",1,699.0982,55.9279
SO45364,1,2020-01-04,Claudia Li,claudia2@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45371,1,2020-01-05,Jaime Alonso,jaime9@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45376,1,2020-01-05,Edgar Mehta,edgar15@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45375,1,2020-01-05,Allen Fernandez,allen14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45374,1,2020-01-05,Jordan Henderson,jordan1@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45372,1,2020-01-05,Jarred Gill,jarred1@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45373,1,2020-01-05,Richard Garcia,richard10@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45379,1,2020-01-06,Savannah Travers,savannah12@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45378,1,2020-01-06,Katherine James,katherine20@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45384,1,2020-01-06,Chase Morris,chase19@adventure-works.com,"Road-650 Black, 44",1,699.0982,55.9279
SO45386,1,2020-01-06,Troy Subram,troy14@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45381,1,2020-01-06,Jordan Long,jordan6@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45380,1,2020-01-06,Clarence Jai,clarence26@adventure-works.com,"Road-650 Red, 62",1,699.0982,55.9279
SO45382,1,2020-01-06,Julia Wright,julia17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45377,1,2020-01-06,Dominique Lopez,dominique14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45383,1,2020-01-06,Kevin Edwards,kevin38@adventure-works.com,"Road-650 Black, 58",1,699.0982,55.9279
SO45385,1,2020-01-06,Maria Rogers,maria3@adventure-works.com,"Road-650 Black, 60",1,699.0982,55.9279
SO45389,1,2020-01-07,Trevor Bryant,trevor18@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45387,1,2020-01-07,Tiffany Li,tiffany3@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45392,1,2020-01-07,Randall Gomez,randall2@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45391,1,2020-01-07,Raymond Raman,raymond14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45390,1,2020-01-07,Randall Martin,randall1@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45388,1,2020-01-07,Isabel Bryant,isabel17@adventure-works.com,"Mountain-100 Black, 44",1,3374.99,269.9992
SO45395,1,2020-01-08,Lydia Gonzalez,lydia17@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45396,1,2020-01-08,Suzanne Liu,suzanne5@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45394,1,2020-01-08,Jaclyn Andersen,jaclyn37@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45393,1,2020-01-08,Michele Lal,michele9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45398,1,2020-01-09,Lisa Zhu,lisa17@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45397,1,2020-01-09,Harold McDonald,harold11@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45399,1,2020-01-09,Kaitlyn Powell,kaitlyn75@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45409,1,2020-01-10,Marvin Sanz,marvin20@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45405,1,2020-01-10,Lucas Lewis,lucas35@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45403,1,2020-01-10,Caroline Washington,caroline14@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45401,1,2020-01-10,Julio Suarez,julio20@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45400,1,2020-01-10,Brett Garcia,brett14@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45402,1,2020-01-10,Megan Stewart,megan27@adventure-works.com,"Mountain-100 Silver, 38",1,3399.99,271.9992
SO45404,1,2020-01-10,Natalie Adams,natalie58@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45407,1,2020-01-10,Thomas Adams,thomas51@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45408,1,2020-01-10,Victoria Diaz,victoria68@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45406,1,2020-01-10,Hunter Kumar,hunter23@adventure-works.com,"Mountain-100 Black, 48",1,3374.99,269.9992
SO45417,1,2020-01-11,Cole Richardson,cole11@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45415,1,2020-01-11,Morgan Hall,morgan20@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45411,1,2020-01-11,Kayla Rodriguez,kayla19@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45416,1,2020-01-11,Jessica Perry,jessica32@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45413,1,2020-01-11,Kristi Perez,kristi39@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45410,1,2020-01-11,Donald Srini,donald10@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45412,1,2020-01-11,Chloe Sanders,chloe65@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45420,1,2020-01-11,Orlando Serrano,orlando16@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45419,1,2020-01-11,Alejandro Liu,alejandro6@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45421,1,2020-01-11,Mackenzie Hill,mackenzie33@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
SO45418,1,2020-01-11,Kristopher Gonzalez,kristopher17@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45414,1,2020-01-11,Kelli Kumar,kelli30@adventure-works.com,"Road-650 Red, 52",1,699.0982,55.9279
SO45423,1,2020-01-12,Beth Gill,beth16@adventure-works.com,"Mountain-100 Black, 38",1,3374.99,269.9992
SO45424,1,2020-01-12,Alexa Rivera,alexa15@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45422,1,2020-01-12,Jared Moyer,jared16@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45431,1,2020-01-13,James Miller,james81@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45430,1,2020-01-13,Natalie Roberts,natalie47@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45429,1,2020-01-13,Justin Griffin,justin18@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45427,1,2020-01-13,Ivan Suri,ivan0@adventure-works.com,"Mountain-100 Black, 42",1,3374.99,269.9992
SO45426,1,2020-01-13,Kari Smith,kari9@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45425,1,2020-01-13,Jaime Suarez,jaime21@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45428,1,2020-01-13,Ian Richardson,ian76@adventure-works.com,"Mountain-100 Silver, 44",1,3399.99,271.9992
SO45434,1,2020-01-14,Nicholas Thompson,nicholas16@adventure-works.com,"Road-150 Red, 44",1,3578.27,286.2616
SO45433,1,2020-01-14,Bradley Nara,bradley19@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45432,1,2020-01-14,Pamela Subram,pamela16@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45439,1,2020-01-14,Jaime Xie,jaime27@adventure-works.com,"Road-650 Red, 44",1,699.0982,55.9279
SO45435,1,2020-01-14,Jim Rodman,jim4@adventure-works.com,"Road-650 Black, 62",1,699.0982,55.9279
SO45438,1,2020-01-14,Paige Howard,paige35@adventure-works.com,"Road-150 Red, 62",1,3578.27,286.2616
SO45436,1,2020-01-14,Joshua Taylor,joshua10@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45437,1,2020-01-14,Lucas Blue,lucas85@adventure-works.com,"Road-150 Red, 48",1,3578.27,286.2616
SO45442,1,2020-01-15,Justin Bryant,justin15@adventure-works.com,"Road-150 Red, 56",1,3578.27,286.2616
SO45443,1,2020-01-15,Julia Thompson,julia37@adventure-works.com,"Road-150 Red, 52",1,3578.27,286.2616
